Age,Gender,Lifetime Giving,Status
73,Female,$120.00,Low
45,Female,$0.00,Nondonor
37,Female,$0.00,Nondonor
71,Female,$358.00,Low
76,Female,$0.00,Nondonor
76,Female,$553.00,Low
49,Female,$60.00,Low
77,Male,$240.00,Low
49,Female,$486.00,Low
27,Female,$0.00,Nondonor
73,Female,$369.50,Low
67,Female,$849.50,Low
70,Male,$30.00,Low
55,Female,$0.00,Nondonor
33,Male,$0.00,Nondonor
67,Female,"$1,757.00",High
45,Female,$120.00,Low
20,Female,$0.00,Nondonor
87,Female,$120.00,Low
45,Female,$0.00,Nondonor
41,Female,$300.00,Low
29,Female,$0.00,Nondonor
42,Male,$0.00,Nondonor
69,Female,$98.00,Low
59,Female,$0.00,Nondonor
82,Female,$863.00,Low
35,Female,$0.00,Nondonor
32,Female,$0.00,Nondonor
70,Female,$165.00,Low
65,Male,$0.00,Nondonor
64,Female,$45.00,Low
35,Female,$0.00,Nondonor
68,Female,$0.00,Nondonor
78,Male,$0.00,Nondonor
48,Female,$0.00,Nondonor
47,Female,$0.00,Nondonor
21,Female,$0.00,Nondonor
41,Male,$0.00,Nondonor
77,Male,$270.00,Low
25,Female,$0.00,Nondonor
79,Female,$0.00,Nondonor
20,Female,$0.00,Nondonor
42,Male,$0.00,Nondonor
20,Female,$0.00,Nondonor
65,Female,$150.00,Low
53,Male,$30.00,Low
80,Female,$0.00,Nondonor
21,Female,$0.00,Nondonor
63,Female,$514.50,Low
78,Male,$0.00,Nondonor
68,Female,$913.80,Low
95,Male,"$1,313.00",High
49,Female,$412.50,Low
76,Female,"$1,894.00",High
20,Female,$0.00,Nondonor
44,Male,$0.00,Nondonor
41,Female,$0.00,Nondonor
46,Female,$24.00,Low
69,Male,"$1,108.00",High
51,Female,$365.00,Low
53,Female,$308.50,Low
76,Male,$100.00,Low
88,Male,"$1,740.00",High
39,Male,"$2,140.00",High
59,Female,"$1,115.00",High
43,Female,$0.00,Nondonor
68,Female,$401.50,Low
54,Male,$48.00,Low
67,Female,"$4,180.00",High
58,Male,$155.00,Low
68,Female,$0.00,Nondonor
37,Female,$695.00,Low
79,Male,$657.00,Low
72,Male,$0.00,Nondonor
81,Male,$262.00,Low
92,Male,$35.00,Low
94,Male,$70.00,Low
22,Male,$0.00,Nondonor
88,Male,$20.00,Low
47,Female,$0.00,Nondonor
28,Female,$30.00,Low
52,Female,$0.00,Nondonor
83,Male,"$1,025.00",High
45,Female,$0.00,Nondonor
63,Male,$0.00,Nondonor
76,Male,$993.00,Low
71,Female,"$1,696.00",High
29,Female,$0.00,Nondonor
22,Male,$0.00,Nondonor
71,Female,$545.00,Low
20,Female,$0.00,Nondonor
54,Female,$0.00,Nondonor
32,Male,$0.00,Nondonor
51,Female,$0.00,Nondonor
79,Female,$255.00,Low
24,Female,$0.00,Nondonor
87,Female,$155.00,Low
66,Female,$0.00,Nondonor
90,Female,$251.50,Low
81,Female,$0.00,Nondonor
43,Male,$0.00,Nondonor
33,Male,$0.00,Nondonor
55,Female,$0.00,Nondonor
62,Female,$135.00,Low
59,Female,$470.50,Low
37,Male,$0.00,Nondonor
42,Female,$595.00,Low
22,Male,$0.00,Nondonor
68,Female,$0.00,Nondonor
67,Female,$0.00,Nondonor
49,Female,$0.00,Nondonor
23,Male,$0.00,Nondonor
63,Female,"$1,248.00",High
31,Male,$0.00,Nondonor
32,Male,$0.00,Nondonor
43,Female,$37.00,Low
87,Female,$929.00,Low
20,Female,$0.00,Nondonor
88,Male,"$4,732.00",High
43,Male,"$1,399.00",High
84,Female,$25.00,Low
67,Male,$15.00,Low
65,Female,$194.00,Low
73,Female,$30.00,Low
30,Male,$0.00,Nondonor
26,Male,$0.00,Nondonor
55,Male,$0.00,Nondonor
35,Female,$60.00,Low
79,Male,$50.00,Low
78,Female,$48.00,Low
58,Male,$120.00,Low
25,Male,$0.00,Nondonor
29,Male,$0.00,Nondonor
65,Female,$0.00,Nondonor
30,Female,$0.00,Nondonor
37,Female,$0.00,Nondonor
66,Female,$85.00,Low
35,Male,$0.00,Nondonor
66,Male,$0.00,Nondonor
30,Female,$0.00,Nondonor
30,Female,$30.00,Low
23,Male,$0.00,Nondonor
53,Male,$0.00,Nondonor
49,Female,$230.00,Low
24,Female,$60.00,Low
46,Male,$0.00,Nondonor
54,Male,$90.00,Low
74,Female,$139.00,Low
49,Female,$49.00,Low
88,Female,$30.00,Low
77,Male,$528.50,Low
62,Male,"$1,618.00",High
38,Female,$0.00,Nondonor
45,Female,$0.00,Nondonor
34,Female,$30.00,Low
28,Female,$0.00,Nondonor
54,Female,$0.00,Nondonor
61,Male,$0.00,Nondonor
66,Female,$30.00,Low
57,Male,$0.00,Nondonor
68,Male,$17.00,Low
58,Male,"$5,792.50",High
28,Female,$0.00,Nondonor
29,Female,$35.00,Low
23,Male,$0.00,Nondonor
21,Male,$0.00,Nondonor
29,Male,$0.00,Nondonor
28,Male,$0.00,Nondonor
67,Male,$90.00,Low
73,Female,$0.00,Nondonor
34,Male,$0.00,Nondonor
30,Male,$0.00,Nondonor
20,Female,$0.00,Nondonor
72,Female,$25.00,Low
82,Female,$0.00,Nondonor
80,Female,$347.50,Low
28,Female,$0.00,Nondonor
68,Female,$592.50,Low
20,Female,$0.00,Nondonor
71,Female,$24.00,Low
61,Female,$180.00,Low
74,Male,$83.00,Low
61,Female,$70.00,Low
55,Female,$290.50,Low
62,Male,$0.00,Nondonor
50,Female,$0.00,Nondonor
22,Male,$0.00,Nondonor
52,Female,$125.00,Low
71,Female,$0.00,Nondonor
50,Male,$0.00,Nondonor
89,Male,"$2,844.00",High
23,Female,$0.00,Nondonor
77,Female,$215.00,Low
22,Female,$0.00,Nondonor
48,Male,$851.50,Low
20,Female,$0.00,Nondonor
35,Male,$0.00,Nondonor
65,Female,"$2,456.00",High
96,Female,$245.50,Low
68,Female,$0.00,Nondonor
64,Female,$244.00,Low
88,Female,$97.50,Low
74,Female,$0.00,Nondonor
54,Male,$305.00,Low
89,Female,$286.00,Low
24,Male,$0.00,Nondonor
57,Female,$50.00,Low
72,Female,$0.00,Nondonor
64,Female,$511.00,Low
44,Female,$320.00,Low
62,Female,$0.00,Nondonor
69,Male,$975.00,Low
77,Male,$0.00,Nondonor
70,Male,$125.00,Low
50,Female,$120.00,Low
71,Female,"$3,994.00",High
54,Female,$0.00,Nondonor
20,Female,$0.00,Nondonor
48,Male,$145.00,Low
67,Female,"$1,228.00",High
50,Female,$27.50,Low
55,Female,$0.00,Nondonor
58,Female,$50.00,Low
43,Male,$0.00,Nondonor
40,Female,$30.00,Low
30,Female,$0.00,Nondonor
76,Female,$351.50,Low
80,Male,"$1,476.00",High
40,Female,$350.00,Low
68,Female,$386.50,Low
67,Female,$162.50,Low
50,Female,$0.00,Nondonor
43,Female,$0.00,Nondonor
28,Female,$0.00,Nondonor
66,Female,"$2,328.50",High
44,Male,$0.00,Nondonor
45,Male,$0.00,Nondonor
80,Male,$0.00,Nondonor
32,Female,$0.00,Nondonor
23,Male,$0.00,Nondonor
58,Male,$0.00,Nondonor
28,Male,$25.25,Low
49,Male,$25.00,Low
45,Male,$200.00,Low
39,Female,$0.00,Nondonor
35,Male,$15.00,Low
60,Male,"$1,017.50",High
31,Male,$0.00,Nondonor
64,Male,$0.00,Nondonor
80,Female,$70.00,Low
24,Female,$0.00,Nondonor
86,Male,$783.00,Low
67,Male,$100.00,Low
54,Female,"$3,810.00",High
50,Male,$0.00,Nondonor
83,Female,"$2,604.00",High
60,Female,$0.00,Nondonor
55,Female,$0.00,Nondonor
74,Male,"$2,596.00",High
39,Female,$0.00,Nondonor
73,Female,$60.00,Low
74,Male,"$1,186.00",High
70,Female,$570.00,Low
91,Female,$422.50,Low
53,Female,$15.00,Low
30,Female,$0.00,Nondonor
34,Male,$0.00,Nondonor
87,Male,$75.00,Low
69,Female,$0.00,Nondonor
23,Female,$0.00,Nondonor
21,Male,$0.00,Nondonor
30,Male,$0.00,Nondonor
72,Female,$20.00,Low
70,Male,$90.50,Low
91,Female,"$1,036.50",High
88,Male,$40.00,Low
71,Female,$107.00,Low
54,Male,$0.00,Nondonor
57,Female,$474.00,Low
51,Female,$80.00,Low
60,Female,"$3,704.00",High
79,Female,$155.00,Low
62,Female,"$1,375.00",High
31,Male,$0.00,Nondonor
62,Male,$75.00,Low
80,Male,$0.00,Nondonor
56,Female,$0.00,Nondonor
42,Female,$0.00,Nondonor
61,Male,$15.00,Low
24,Male,$0.00,Nondonor
57,Female,"$2,386.00",High
60,Female,$0.00,Nondonor
31,Female,$0.00,Nondonor
24,Female,$0.00,Nondonor
46,Female,"$1,081.00",High
78,Male,$0.00,Nondonor
42,Male,$75.00,Low
20,Male,$0.00,Nondonor
20,Female,$0.00,Nondonor
32,Male,$0.00,Nondonor
60,Female,$0.00,Nondonor
24,Male,$0.00,Nondonor
70,Female,"$1,050.00",High
78,Female,"$3,656.00",High
37,Male,$60.00,Low
81,Female,$202.00,Low
90,Female,$204.00,Low
42,Female,$0.00,Nondonor
79,Male,$833.00,Low
38,Male,$0.00,Nondonor
45,Female,$0.00,Nondonor
90,Female,"$2,546.00",High
24,Male,$0.00,Nondonor
94,Female,$630.00,Low
27,Male,$0.00,Nondonor
61,Female,$180.00,Low
65,Male,$0.00,Nondonor
50,Female,$0.00,Nondonor
44,Female,$522.00,Low
62,Male,$0.00,Nondonor
87,Female,"$1,404.00",High
79,Male,$72.00,Low
71,Male,$0.00,Nondonor
46,Female,$0.00,Nondonor
74,Female,$0.00,Nondonor
40,Female,$0.00,Nondonor
90,Female,$0.00,Nondonor
88,Male,"$2,056.00",High
22,Male,$0.00,Nondonor
30,Female,$0.00,Nondonor
22,Female,$15.00,Low
64,Female,$165.00,Low
73,Male,$0.00,Nondonor
39,Male,$0.00,Nondonor
86,Male,"$1,884.00",High
36,Female,$0.00,Nondonor
55,Female,$0.00,Nondonor
68,Female,$60.00,Low
87,Female,"$1,453.00",High
20,Female,$0.00,Nondonor
49,Female,$420.00,Low
53,Female,$72.50,Low
63,Male,$120.00,Low
42,Male,$0.00,Nondonor
45,Male,$0.00,Nondonor
69,Male,$15.00,Low
55,Female,$30.00,Low
39,Female,$0.00,Nondonor
76,Female,$0.00,Nondonor
88,Female,"$6,195.45",High
71,Female,$86.00,Low
71,Female,$0.00,Nondonor
68,Male,$112.50,Low
65,Male,$180.00,Low
55,Male,$747.00,Low
78,Female,$0.00,Nondonor
70,Male,$345.00,Low
86,Male,"$3,012.00",High
31,Female,$0.00,Nondonor
40,Male,$0.00,Nondonor
75,Male,$150.00,Low
37,Male,$0.00,Nondonor
36,Female,$60.00,Low
62,Female,$0.00,Nondonor
72,Female,$109.00,Low
76,Female,"$1,761.00",High
30,Male,$0.00,Nondonor
23,Female,$0.00,Nondonor
34,Female,$0.00,Nondonor
21,Female,$0.00,Nondonor
48,Male,"$1,660.00",High
85,Female,$0.00,Nondonor
61,Female,$12.00,Low
20,Female,$0.00,Nondonor
37,Male,$0.00,Nondonor
89,Female,$0.00,Nondonor
61,Female,$135.00,Low
88,Male,$0.00,Nondonor
72,Male,$0.00,Nondonor
23,Male,$100.00,Low
94,Female,$335.00,Low
45,Female,$0.00,Nondonor
42,Male,$0.00,Nondonor
65,Male,$0.00,Nondonor
33,Female,$187.50,Low
62,Female,"$1,055.00",High
99,Male,$0.00,Nondonor
65,Male,$525.00,Low
65,Female,$0.00,Nondonor
78,Female,"$3,357.50",High
78,Female,"$3,178.00",High
38,Female,$712.50,Low
20,Female,$0.00,Nondonor
68,Female,$0.00,Nondonor
53,Female,$50.00,Low
36,Male,$0.00,Nondonor
80,Female,$871.00,Low
69,Female,$48.00,Low
64,Female,"$1,055.00",High
87,Male,$560.00,Low
21,Female,$0.00,Nondonor
36,Female,$0.00,Nondonor
66,Female,$0.00,Nondonor
41,Male,$15.00,Low
20,Male,$0.00,Nondonor
34,Female,$0.00,Nondonor
48,Male,$0.00,Nondonor
71,Female,"$1,348.00",High
89,Male,$645.00,Low
53,Female,$0.00,Nondonor
22,Male,$0.00,Nondonor
19,Female,$0.00,Nondonor
21,Female,$0.00,Nondonor
57,Female,$0.00,Nondonor
45,Male,$73.00,Low
81,Female,$404.00,Low
28,Male,$0.00,Nondonor
32,Female,$0.00,Nondonor
68,Male,$544.00,Low
20,Male,$20.00,Low
71,Male,$48.00,Low
80,Male,"$1,398.00",High
30,Female,$0.00,Nondonor
75,Male,$45.00,Low
89,Male,"$3,302.00",High
55,Male,$0.00,Nondonor
33,Female,$204.00,Low
56,Female,$0.00,Nondonor
84,Male,$328.00,Low
40,Male,$30.00,Low
73,Female,$0.00,Nondonor
91,Male,$225.00,Low
84,Female,$0.00,Nondonor
84,Male,$0.00,Nondonor
22,Female,$0.00,Nondonor
80,Female,"$2,812.50",High
38,Male,$200.00,Low
61,Male,$0.00,Nondonor
53,Male,$0.00,Nondonor
73,Female,$267.50,Low
38,Female,$0.00,Nondonor
41,Male,$0.00,Nondonor
20,Female,$0.00,Nondonor
20,Female,$0.00,Nondonor
50,Female,$0.00,Nondonor
37,Female,$800.00,Low
90,Male,$0.00,Nondonor
73,Female,$0.00,Nondonor
32,Female,$0.00,Nondonor
79,Female,"$1,440.50",High
21,Female,$0.00,Nondonor
76,Male,$0.00,Nondonor
64,Female,"$2,221.00",High
85,Male,$0.00,Nondonor
53,Female,$0.00,Nondonor
72,Male,$0.00,Nondonor
37,Male,$0.00,Nondonor
58,Male,$0.00,Nondonor
46,Male,$116.00,Low
70,Male,"$2,756.00",High
50,Male,$0.00,Nondonor
75,Male,$0.00,Nondonor
43,Female,$0.00,Nondonor
62,Female,$205.00,Low
74,Male,$0.00,Nondonor
70,Male,"$1,158.00",High
93,Male,$847.00,Low
21,Female,$0.00,Nondonor
53,Female,$0.00,Nondonor
45,Male,$37.50,Low
71,Male,$0.00,Nondonor
32,Female,$0.00,Nondonor
36,Female,$0.00,Nondonor
30,Male,$0.00,Nondonor
49,Female,"$1,145.00",High
49,Female,"$1,542.50",High
54,Female,$0.00,Nondonor
54,Female,$0.00,Nondonor
32,Female,$0.00,Nondonor
79,Male,$0.00,Nondonor
86,Male,$100.00,Low
52,Female,$0.00,Nondonor
61,Female,$0.00,Nondonor
72,Male,"$2,456.50",High
95,Male,$150.00,Low
28,Female,$0.00,Nondonor
91,Female,$535.30,Low
45,Female,$15.00,Low
52,Male,$0.00,Nondonor
90,Female,$12.00,Low
51,Female,$0.00,Nondonor
20,Female,$0.00,Nondonor
41,Male,$0.00,Nondonor
79,Female,$0.00,Nondonor
66,Male,$130.00,Low
60,Female,$0.00,Nondonor
44,Female,$0.00,Nondonor
59,Female,$0.00,Nondonor
47,Male,$0.00,Nondonor
38,Male,$0.00,Nondonor
55,Female,$0.00,Nondonor
60,Female,$0.00,Nondonor
83,Male,"$2,176.50",High
43,Male,$0.00,Nondonor
69,Male,$610.00,Low
57,Female,$0.00,Nondonor
88,Male,$625.00,Low
44,Male,$24.00,Low
39,Female,$0.00,Nondonor
20,Female,$0.00,Nondonor
47,Female,$0.00,Nondonor
58,Male,$0.00,Nondonor
47,Male,$0.00,Nondonor
76,Female,$0.00,Nondonor
63,Male,"$2,118.50",High
65,Female,"$2,260.00",High
39,Female,$0.00,Nondonor
47,Male,$0.00,Nondonor
73,Female,"$2,016.00",High
58,Female,$0.00,Nondonor
36,Female,$0.00,Nondonor
33,Female,$0.00,Nondonor
70,Male,"$1,445.00",High
72,Female,$0.00,Nondonor
24,Female,$0.00,Nondonor
49,Male,$30.00,Low
45,Male,$692.00,Low
59,Female,$0.00,Nondonor
26,Male,$0.00,Nondonor
64,Female,$220.00,Low
71,Male,"$3,858.00",High
93,Female,$592.00,Low
55,Female,"$2,025.00",High
20,Female,$45.00,Low
73,Female,$100.00,Low
63,Male,$0.00,Nondonor
20,Female,$0.00,Nondonor
60,Female,$0.00,Nondonor
78,Female,"$1,115.00",High
27,Male,$0.00,Nondonor
21,Male,$0.00,Nondonor
22,Male,$0.00,Nondonor
26,Female,$0.00,Nondonor
20,Male,$0.00,Nondonor
87,Female,$190.00,Low
29,Female,$0.00,Nondonor
60,Female,$0.00,Nondonor
51,Female,$0.00,Nondonor
79,Male,$60.00,Low
23,Male,$0.00,Nondonor
34,Male,$0.00,Nondonor
39,Male,$0.00,Nondonor
37,Female,$0.00,Nondonor
36,Female,$0.00,Nondonor
61,Female,$55.65,Low
60,Female,$0.00,Nondonor
67,Male,$120.00,Low
45,Male,$30.00,Low
20,Female,$0.00,Nondonor
22,Female,$0.00,Nondonor
20,Female,$0.00,Nondonor
34,Male,$0.00,Nondonor
43,Male,$0.00,Nondonor
29,Male,$0.00,Nondonor
52,Male,$0.00,Nondonor
38,Female,$0.00,Nondonor
20,Female,$0.00,Nondonor
69,Female,$224.00,Low
93,Female,$70.00,Low
63,Female,$0.00,Nondonor
87,Female,$755.00,Low
84,Male,$106.50,Low
33,Female,$0.00,Nondonor
20,Female,$0.00,Nondonor
96,Male,$180.00,Low
31,Male,$0.00,Nondonor
70,Male,"$1,812.00",High
41,Female,$45.00,Low
19,Male,$0.00,Nondonor
64,Female,"$3,877.50",High
52,Female,$0.00,Nondonor
74,Male,$0.00,Nondonor
21,Male,$0.00,Nondonor
41,Female,$48.00,Low
22,Female,$0.00,Nondonor
87,Male,$0.00,Nondonor
42,Female,$0.00,Nondonor
91,Female,$380.00,Low
52,Male,$0.00,Nondonor
63,Male,$462.00,Low
85,Female,$0.00,Nondonor
46,Female,$0.00,Nondonor
51,Male,$0.00,Nondonor
24,Female,$0.00,Nondonor
66,Female,$45.00,Low
62,Female,$0.00,Nondonor
49,Male,$0.00,Nondonor
33,Female,$0.00,Nondonor
54,Female,$307.50,Low
30,Female,$0.00,Nondonor
87,Male,$89.00,Low
65,Female,$135.00,Low
58,Male,$60.00,Low
25,Female,$620.00,Low
43,Female,"$1,080.00",High
56,Female,$12.50,Low
64,Female,$287.00,Low
21,Female,$0.00,Nondonor
73,Female,"$1,175.00",High
70,Female,"$1,455.00",High
45,Female,$0.00,Nondonor
19,Male,$0.00,Nondonor
39,Male,$0.00,Nondonor
34,Female,$0.00,Nondonor
31,Female,$0.00,Nondonor
71,Female,$25.00,Low
75,Male,$180.00,Low
63,Female,$0.00,Nondonor
46,Male,$0.00,Nondonor
45,Male,$345.00,Low
98,Female,"$1,045.00",High
62,Female,$505.00,Low
43,Male,$0.00,Nondonor
74,Female,$225.00,Low
68,Male,$30.00,Low
69,Female,$705.50,Low
31,Female,$62.50,Low
52,Female,$45.00,Low
70,Female,$618.50,Low
31,Male,$0.00,Nondonor
61,Female,$505.00,Low
46,Female,$0.00,Nondonor
82,Male,"$1,167.50",High
34,Male,$0.00,Nondonor
59,Female,$0.00,Nondonor
59,Female,$0.00,Nondonor
81,Female,"$1,380.00",High
25,Female,$0.00,Nondonor
53,Female,$0.00,Nondonor
60,Female,$0.00,Nondonor
73,Female,$0.00,Nondonor
20,Male,$0.00,Nondonor
65,Male,$0.00,Nondonor
54,Female,$0.00,Nondonor
78,Female,"$1,496.00",High
85,Male,$0.00,Nondonor
53,Female,$0.00,Nondonor
79,Female,$0.00,Nondonor
87,Female,$210.00,Low
46,Female,$25.00,Low
62,Male,$0.00,Nondonor
31,Male,$0.00,Nondonor
64,Female,$299.50,Low
37,Female,$0.00,Nondonor
65,Female,$0.00,Nondonor
77,Female,$40.00,Low
65,Female,"$1,718.00",High
35,Male,$160.00,Low
74,Female,$0.00,Nondonor
70,Female,$0.00,Nondonor
24,Male,$0.00,Nondonor
66,Female,$147.50,Low
30,Female,$0.00,Nondonor
25,Female,$0.00,Nondonor
38,Female,$0.00,Nondonor
77,Male,$828.50,Low
60,Female,$0.00,Nondonor
51,Female,"$1,576.00",High
58,Male,$0.00,Nondonor
32,Female,$48.50,Low
22,Female,$0.00,Nondonor
75,Male,$540.00,Low
30,Female,$0.00,Nondonor
71,Female,$50.00,Low
45,Male,$0.00,Nondonor
50,Female,$37.50,Low
80,Male,$400.00,Low
89,Male,"$1,075.00",High
34,Female,$0.00,Nondonor
83,Male,"$2,062.00",High
37,Male,$457.00,Low
65,Female,$0.00,Nondonor
47,Male,$539.00,Low
20,Female,$0.00,Nondonor
74,Male,"$1,694.50",High
54,Male,$570.00,Low
70,Female,"$2,028.00",High
66,Female,"$1,097.00",High
65,Female,$393.00,Low
66,Female,$90.00,Low
52,Female,$0.00,Nondonor
66,Male,$440.00,Low
27,Male,$0.00,Nondonor
20,Male,$0.00,Nondonor
41,Male,$0.00,Nondonor
57,Male,$80.00,Low
54,Female,$0.00,Nondonor
32,Female,$0.00,Nondonor
55,Female,$0.00,Nondonor
41,Female,$0.00,Nondonor
92,Male,"$1,600.50",High
83,Male,$145.00,Low
35,Female,$0.00,Nondonor
42,Female,"$5,822.00",High
40,Male,$0.00,Nondonor
69,Female,$227.00,Low
66,Male,$15.00,Low
61,Male,$30.00,Low
49,Male,$0.00,Nondonor
21,Male,$0.00,Nondonor
75,Female,$0.00,Nondonor
53,Male,$12.50,Low
69,Female,$0.00,Nondonor
60,Female,$0.00,Nondonor
77,Female,$300.00,Low
60,Female,$0.00,Nondonor
49,Female,$0.00,Nondonor
93,Male,$60.00,Low
62,Female,$440.00,Low
82,Male,$295.50,Low
22,Female,$0.00,Nondonor
44,Female,$0.00,Nondonor
30,Female,$15.00,Low
51,Male,$0.00,Nondonor
73,Female,"$2,696.00",High
67,Female,$854.50,Low
48,Female,$597.50,Low
51,Female,$45.00,Low
37,Female,$0.00,Nondonor
28,Female,$0.00,Nondonor
75,Male,"$7,278.00",High
70,Male,$80.00,Low
66,Female,$92.00,Low
37,Female,$0.00,Nondonor
71,Female,$130.00,Low
22,Male,$0.00,Nondonor
29,Male,$0.00,Nondonor
39,Female,$0.00,Nondonor
28,Male,$0.00,Nondonor
28,Male,$0.00,Nondonor
25,Female,$0.00,Nondonor
32,Male,$0.00,Nondonor
23,Male,$0.00,Nondonor
90,Female,$341.00,Low
33,Female,$24.00,Low
70,Male,$100.00,Low
30,Female,$0.00,Nondonor
62,Male,$126.00,Low
74,Male,"$1,233.00",High
95,Male,$297.00,Low
20,Female,$0.00,Nondonor
43,Female,$0.00,Nondonor
79,Female,$547.50,Low
85,Female,$0.00,Nondonor
71,Female,"$1,348.00",High
66,Female,$0.00,Nondonor
79,Male,$0.00,Nondonor
53,Female,$100.00,Low
72,Female,$599.00,Low
86,Female,$817.50,Low
45,Female,$0.00,Nondonor
72,Female,"$4,294.00",High
52,Male,$930.00,Low
51,Female,$0.00,Nondonor
25,Male,$10.00,Low
75,Female,$0.00,Nondonor
87,Female,$697.00,Low
35,Male,$0.00,Nondonor
71,Male,"$2,376.00",High
66,Female,$36.00,Low
79,Male,$0.00,Nondonor
33,Female,$0.00,Nondonor
65,Female,$723.50,Low
47,Female,$300.00,Low
58,Male,$0.00,Nondonor
23,Male,$0.00,Nondonor
58,Male,$685.00,Low
87,Female,$691.50,Low
57,Male,$0.00,Nondonor
72,Male,$704.50,Low
65,Female,$42.00,Low
43,Female,$340.00,Low
20,Male,$0.00,Nondonor
55,Female,$0.00,Nondonor
84,Female,$881.00,Low
56,Male,$510.00,Low
60,Female,$585.00,Low
88,Female,$81.00,Low
68,Female,$447.50,Low
33,Male,$0.00,Nondonor
41,Female,$420.00,Low
78,Male,"$1,018.00",High
54,Female,$110.00,Low
27,Female,$0.00,Nondonor
34,Female,$0.00,Nondonor
71,Female,$45.00,Low
68,Male,$0.00,Nondonor
90,Male,$60.00,Low
41,Male,$0.00,Nondonor
57,Male,$170.00,Low
39,Female,$0.00,Nondonor
37,Female,$0.00,Nondonor
28,Male,$165.00,Low
20,Male,$0.00,Nondonor
43,Male,$0.00,Nondonor
94,Male,$50.00,Low
58,Female,$0.00,Nondonor
82,Male,"$1,163.00",High
88,Male,$0.00,Nondonor
60,Male,$374.00,Low
33,Male,$0.00,Nondonor
39,Male,$0.00,Nondonor
82,Male,"$4,137.00",High
38,Male,$0.00,Nondonor
43,Male,$0.00,Nondonor
88,Female,"$1,384.00",High
48,Male,$0.00,Nondonor
55,Male,$140.00,Low
40,Male,$0.00,Nondonor
43,Female,$60.00,Low
77,Male,"$1,880.00",High
74,Female,"$1,141.00",High
27,Female,$0.00,Nondonor
64,Female,"$2,619.95",High
75,Female,$15.00,Low
48,Male,$0.00,Nondonor
23,Female,$0.00,Nondonor
56,Female,$0.00,Nondonor
78,Male,$191.50,Low
50,Male,$48.00,Low
27,Male,$0.00,Nondonor
45,Male,$0.00,Nondonor
52,Female,$139.50,Low
83,Female,$0.00,Nondonor
64,Female,$60.00,Low
47,Female,$0.00,Nondonor
31,Male,$0.00,Nondonor
64,Female,$872.50,Low
28,Male,$0.00,Nondonor
53,Female,$0.00,Nondonor
24,Female,$20.00,Low
32,Male,$0.00,Nondonor
67,Female,$300.00,Low
19,Female,$0.00,Nondonor
41,Female,$37.50,Low
83,Male,"$1,040.00",High
32,Female,$0.00,Nondonor
78,Male,$0.00,Nondonor
65,Male,$184.00,Low
66,Female,$0.00,Nondonor
62,Female,$20.00,Low
59,Female,$12.00,Low
23,Male,$0.00,Nondonor
74,Female,"$2,397.50",High
52,Female,$75.00,Low
68,Female,$0.00,Nondonor
80,Female,$289.00,Low
62,Male,$415.00,Low
67,Female,$132.00,Low
90,Male,$84.00,Low
43,Male,$36.00,Low
81,Male,"$2,532.50",High
21,Male,$0.00,Nondonor
52,Male,$0.00,Nondonor
20,Female,$0.00,Nondonor
54,Female,$0.00,Nondonor
51,Male,"$3,035.00",High
65,Male,"$1,258.00",High
46,Male,$0.00,Nondonor
62,Female,$0.00,Nondonor
85,Female,$0.00,Nondonor
31,Male,$15.00,Low
25,Female,$0.00,Nondonor
36,Female,$0.00,Nondonor
59,Male,$0.00,Nondonor
69,Male,$0.00,Nondonor
58,Female,"$1,198.00",High
74,Male,$25.00,Low
60,Female,$941.00,Low
78,Female,$535.50,Low
75,Female,"$1,587.00",High
45,Female,$0.00,Nondonor
83,Male,$250.00,Low
51,Female,$0.00,Nondonor
76,Female,$12.50,Low
52,Female,$472.50,Low
58,Male,$0.00,Nondonor
76,Male,$105.00,Low
52,Male,$0.00,Nondonor
31,Female,$10.00,Low
61,Male,"$3,323.00",High
84,Female,$861.50,Low
26,Female,$0.00,Nondonor
74,Female,"$1,037.50",High
20,Female,$0.00,Nondonor
26,Female,$0.00,Nondonor
68,Male,$25.00,Low
23,Male,$0.00,Nondonor
70,Female,$60.00,Low
30,Male,$0.00,Nondonor
25,Male,$0.00,Nondonor
46,Female,$165.00,Low
49,Female,$0.00,Nondonor
78,Female,$280.00,Low
68,Female,"$2,131.00",High
39,Female,$0.00,Nondonor
58,Male,$240.00,Low
61,Female,$325.00,Low
61,Female,$12.00,Low
45,Female,$0.00,Nondonor
87,Male,"$1,015.00",High
60,Male,$930.00,Low
77,Female,$705.00,Low
63,Male,$0.00,Nondonor
48,Male,$822.00,Low
24,Male,$0.00,Nondonor
63,Female,$0.00,Nondonor
50,Female,$0.00,Nondonor
59,Female,$15.00,Low
43,Male,$0.00,Nondonor
68,Female,$262.50,Low
73,Male,$0.00,Nondonor
69,Female,"$1,039.50",High
85,Male,$733.00,Low
28,Male,$0.00,Nondonor
25,Female,$0.00,Nondonor
72,Female,$0.00,Nondonor
79,Female,$0.00,Nondonor
53,Female,$0.00,Nondonor
24,Male,$0.00,Nondonor
56,Female,$0.00,Nondonor
69,Female,$161.50,Low
64,Male,$0.00,Nondonor
46,Male,$30.00,Low
64,Female,$17.50,Low
37,Female,$0.00,Nondonor
71,Male,$0.00,Nondonor
59,Female,$0.00,Nondonor
36,Female,$0.00,Nondonor
71,Female,$25.00,Low
57,Female,$0.00,Nondonor
89,Female,$0.00,Nondonor
20,Female,$0.00,Nondonor
